"date","exchange_rate_usd"
"2010-06-07","1.4196"
"2010-06-08","1.4145"
"2010-06-09","1.4163"
"2010-06-10","1.4128"
"2010-06-11","1.4046"
"2010-06-14","1.3985"
"2010-06-15","1.3983"
"2010-06-16","1.3937"
"2010-06-17","1.3971"
"2010-06-18","1.3889"
"2010-06-21","1.3767"
"2010-06-22","1.38"
"2010-06-23","1.3865"
"2010-06-24","1.3869"
"2010-06-25","1.3922"
"2010-06-28","1.3839"
"2010-06-29","1.3903"
"2010-06-30","1.4013"
"2010-07-01","1.4013"
"2010-07-02","1.3913"
"2010-07-05","1.3928"
"2010-07-06","1.3926"
"2010-07-07","1.3903"
"2010-07-08","1.3835"
"2010-07-09","1.3792"
"2010-07-12","1.3808"
"2010-07-13","1.3829"
"2010-07-14","1.3765"
"2010-07-15","1.375"
"2010-07-16","1.3758"
"2010-07-19","1.3807"
"2010-07-20","1.3734"
"2010-07-21","1.3724"
"2010-07-22","1.3764"
"2010-07-23","1.373"
"2010-07-26","1.3647"
"2010-07-27","1.3613"
"2010-07-28","1.364"
"2010-07-29","1.3656"
"2010-07-30","1.3623"
"2010-08-02","1.3538"
"2010-08-03","1.3529"
"2010-08-04","1.3528"
"2010-08-05","1.354"
"2010-08-06","1.3523"
"2010-08-10","1.3528"
"2010-08-11","1.3559"
"2010-08-12","1.3643"
"2010-08-13","1.3586"
"2010-08-16","1.3658"
"2010-08-17","1.3572"
"2010-08-18","1.3568"
"2010-08-19","1.3527"
"2010-08-20","1.3536"
"2010-08-23","1.3554"
"2010-08-24","1.3604"
"2010-08-25","1.3583"
"2010-08-26","1.3556"
"2010-08-27","1.3556"
"2010-08-30","1.3535"
"2010-08-31","1.3557"
"2010-09-01","1.3538"
"2010-09-02","1.3495"
"2010-09-03","1.3477"
"2010-09-06","1.3434"
"2010-09-07","1.3463"
"2010-09-08","1.3469"
"2010-09-09","1.3432"
"2010-09-13","1.3395"
"2010-09-14","1.3375"
"2010-09-15","1.3387"
"2010-09-16","1.3384"
"2010-09-17","1.3365"
"2010-09-20","1.3351"
"2010-09-21","1.334"
"2010-09-22","1.3285"
"2010-09-23","1.3263"
"2010-09-24","1.3278"
"2010-09-27","1.323"
"2010-09-28","1.3224"
"2010-09-29","1.3182"
"2010-09-30","1.3175"
"2010-10-01","1.3157"
"2010-10-04","1.3133"
"2010-10-05","1.3175"
"2010-10-06","1.3106"
"2010-10-07","1.3087"
"2010-10-08","1.307"
"2010-10-11","1.306"
"2010-10-12","1.3083"
"2010-10-13","1.3056"
"2010-10-14","1.2953"
"2010-10-15","1.2982"
"2010-10-18","1.3048"
"2010-10-19","1.3044"
"2010-10-20","1.3094"
"2010-10-21","1.3016"
"2010-10-22","1.3021"
"2010-10-25","1.295"
"2010-10-26","1.2939"
"2010-10-27","1.3018"
"2010-10-28","1.2992"
"2010-10-29","1.2987"
"2010-11-01","1.2911"
"2010-11-02","1.2894"
"2010-11-03","1.288"
"2010-11-04","1.2847"
"2010-11-08","1.2868"
"2010-11-09","1.286"
"2010-11-10","1.2888"
"2010-11-11","1.2866"
"2010-11-12","1.2964"
"2010-11-15","1.3029"
"2010-11-16","1.2988"
"2010-11-18","1.2992"
"2010-11-19","1.2988"
"2010-11-22","1.2937"
"2010-11-23","1.3027"
"2010-11-24","1.3125"
"2010-11-25","1.3099"
"2010-11-26","1.3124"
"2010-11-29","1.3172"
"2010-11-30","1.3191"
"2010-12-01","1.3183"
"2010-12-02","1.3137"
"2010-12-03","1.3095"
"2010-12-06","1.3039"
"2010-12-07","1.3045"
"2010-12-08","1.3149"
"2010-12-09","1.3107"
"2010-12-10","1.3101"
"2010-12-13","1.308"
"2010-12-14","1.3035"
"2010-12-15","1.3089"
"2010-12-16","1.316"
"2010-12-17","1.3116"
"2010-12-20","1.3222"
"2010-12-21","1.316"
"2010-12-22","1.3117"
"2010-12-23","1.306"
"2010-12-24","1.3028"
"2010-12-27","1.2985"
"2010-12-28","1.2972"
"2010-12-29","1.2979"
"2010-12-30","1.292"
"2010-12-31","1.2875"
"2011-01-03","1.2858"
"2011-01-04","1.2855"
"2011-01-05","1.2896"
"2011-01-06","1.2934"
"2011-01-07","1.2964"
"2011-01-10","1.2965"
"2011-01-11","1.2985"
"2011-01-12","1.2925"
"2011-01-13","1.2889"
"2011-01-14","1.2879"
"2011-01-17","1.2906"
"2011-01-18","1.2885"
"2011-01-19","1.2818"
"2011-01-20","1.2887"
"2011-01-21","1.2868"
"2011-01-24","1.2848"
"2011-01-25","1.2811"
"2011-01-26","1.2807"
"2011-01-27","1.2794"
"2011-01-28","1.2814"
"2011-01-31","1.2865"
"2011-02-01","1.2787"
"2011-02-02","1.2735"
"2011-02-07","1.2755"
"2011-02-08","1.2746"
"2011-02-09","1.2743"
"2011-02-10","1.2758"
"2011-02-11","1.2809"
"2011-02-14","1.2807"
"2011-02-15","1.2806"
"2011-02-16","1.2805"
"2011-02-17","1.2787"
"2011-02-18","1.2763"
"2011-02-21","1.2751"
"2011-02-22","1.2815"
"2011-02-23","1.2791"
"2011-02-24","1.2766"
"2011-02-25","1.2763"
"2011-02-28","1.2738"
"2011-03-01","1.271"
"2011-03-02","1.2735"
"2011-03-03","1.2689"
"2011-03-04","1.2676"
"2011-03-07","1.2672"
"2011-03-08","1.2669"
"2011-03-09","1.2693"
"2011-03-10","1.2709"
"2011-03-11","1.2717"
"2011-03-14","1.2705"
"2011-03-15","1.2751"
"2011-03-16","1.2787"
"2011-03-17","1.2823"
"2011-03-18","1.2728"
"2011-03-21","1.2697"
"2011-03-22","1.2664"
"2011-03-23","1.2648"
"2011-03-24","1.2644"
"2011-03-25","1.261"
"2011-03-28","1.2629"
"2011-03-29","1.2635"
"2011-03-30","1.2636"
"2011-03-31","1.2617"
"2011-04-01","1.2616"
"2011-04-04","1.2605"
"2011-04-05","1.2613"
"2011-04-06","1.2606"
"2011-04-07","1.2605"
"2011-04-08","1.2574"
"2011-04-11","1.256"
"2011-04-12","1.2604"
"2011-04-13","1.2581"
"2011-04-14","1.2492"
"2011-04-15","1.2445"
"2011-04-18","1.2443"
"2011-04-19","1.2497"
"2011-04-20","1.2408"
"2011-04-21","1.2369"
"2011-04-25","1.2355"
"2011-04-26","1.2371"
"2011-04-27","1.2309"
"2011-04-28","1.226"
"2011-04-29","1.2277"
"2011-05-03","1.2259"
"2011-05-04","1.2302"
"2011-05-05","1.231"
"2011-05-06","1.235"
"2011-05-09","1.2308"
"2011-05-10","1.2332"
"2011-05-11","1.2303"
"2011-05-12","1.2362"
"2011-05-13","1.2437"
"2011-05-16","1.2497"
"2011-05-18","1.2415"
"2011-05-19","1.2378"
"2011-05-20","1.2358"
"2011-05-23","1.2446"
"2011-05-24","1.2473"
"2011-05-25","1.2489"
"2011-05-26","1.244"
"2011-05-27","1.2361"
"2011-05-30","1.234"
"2011-05-31","1.2328"
"2011-06-01","1.2303"
"2011-06-02","1.2383"
"2011-06-03","1.2327"
"2011-06-06","1.2287"
"2011-06-07","1.2314"
"2011-06-08","1.2303"
"2011-06-09","1.2314"
"2011-06-10","1.2302"
"2011-06-13","1.2384"
"2011-06-14","1.2327"
"2011-06-15","1.2324"
"2011-06-16","1.2387"
"2011-06-17","1.2381"
"2011-06-20","1.2368"
"2011-06-21","1.2364"
"2011-06-22","1.2335"
"2011-06-23","1.2353"
"2011-06-24","1.2353"
"2011-06-27","1.2423"
"2011-06-28","1.2422"
"2011-06-29","1.2385"
"2011-06-30","1.2292"
"2011-07-01","1.2282"
"2011-07-04","1.2244"
"2011-07-05","1.2277"
"2011-07-06","1.2266"
"2011-07-07","1.2263"
"2011-07-08","1.2224"
"2011-07-11","1.2214"
"2011-07-12","1.2282"
"2011-07-13","1.2245"
"2011-07-14","1.2178"
"2011-07-15","1.2168"
"2011-07-18","1.2196"
"2011-07-19","1.2169"
"2011-07-20","1.2149"
"2011-07-21","1.2135"
"2011-07-22","1.2105"
"2011-07-25","1.2089"
"2011-07-26","1.2048"
"2011-07-27","1.2009"
"2011-07-28","1.2036"
"2011-07-29","1.2041"
"2011-08-01","1.2015"
"2011-08-02","1.2035"
"2011-08-03","1.2087"
"2011-08-04","1.2081"
"2011-08-05","1.2218"
"2011-08-08","1.217"
"2011-08-10","1.2113"
"2011-08-11","1.2146"
"2011-08-12","1.213"
"2011-08-15","1.207"
"2011-08-16","1.2025"
"2011-08-17","1.205"
"2011-08-18","1.2066"
"2011-08-19","1.2132"
"2011-08-22","1.2104"
"2011-08-23","1.2069"
"2011-08-24","1.2054"
"2011-08-25","1.2086"
"2011-08-26","1.2068"
"2011-08-29","1.2076"
"2011-08-31","1.2046"
"2011-09-01","1.2032"
"2011-09-02","1.2047"
"2011-09-05","1.2058"
"2011-09-06","1.2086"
"2011-09-07","1.2084"
"2011-09-08","1.2096"
"2011-09-09","1.2155"
"2011-09-12","1.2328"
"2011-09-13","1.2338"
"2011-09-14","1.2492"
"2011-09-15","1.2462"
"2011-09-16","1.2396"
"2011-09-19","1.2583"
"2011-09-20","1.2697"
"2011-09-21","1.2607"
"2011-09-22","1.2874"
"2011-09-23","1.2999"
"2011-09-26","1.3044"
"2011-09-27","1.2885"
"2011-09-28","1.2908"
"2011-09-29","1.2957"
"2011-09-30","1.3003"
"2011-10-03","1.314"
"2011-10-04","1.3166"
"2011-10-05","1.3078"
"2011-10-06","1.3043"
"2011-10-07","1.2943"
"2011-10-10","1.291"
"2011-10-11","1.2792"
"2011-10-12","1.2878"
"2011-10-13","1.2763"
"2011-10-14","1.2722"
"2011-10-17","1.2656"
"2011-10-18","1.2672"
"2011-10-19","1.2642"
"2011-10-20","1.2701"
"2011-10-21","1.2808"
"2011-10-24","1.271"
"2011-10-25","1.262"
"2011-10-27","1.2641"
"2011-10-28","1.2444"
"2011-10-31","1.2502"
"2011-11-01","1.2587"
"2011-11-02","1.2731"
"2011-11-03","1.2793"
"2011-11-04","1.2676"
"2011-11-08","1.2701"
"2011-11-09","1.2695"
"2011-11-10","1.293"
"2011-11-11","1.2889"
"2011-11-14","1.2808"
"2011-11-15","1.2878"
"2011-11-16","1.2969"
"2011-11-17","1.293"
"2011-11-18","1.2957"
"2011-11-21","1.2994"
"2011-11-22","1.3032"
"2011-11-23","1.3055"
"2011-11-24","1.3071"
"2011-11-25","1.3111"
"2011-11-28","1.3053"
"2011-11-29","1.2993"
"2011-11-30","1.2956"
"2011-12-01","1.2843"
"2011-12-02","1.2853"
"2011-12-05","1.2831"
"2011-12-06","1.2849"
"2011-12-07","1.2828"
"2011-12-08","1.2869"
"2011-12-09","1.2995"
"2011-12-12","1.2943"
"2011-12-13","1.3004"
"2011-12-14","1.3055"
"2011-12-15","1.3104"
"2011-12-16","1.3033"
"2011-12-19","1.3069"
"2011-12-20","1.3066"
"2011-12-21","1.2938"
"2011-12-22","1.2953"
"2011-12-23","1.2911"
"2011-12-27","1.2953"
"2011-12-28","1.2983"
"2011-12-29","1.3006"
"2011-12-30","1.3007"
"2012-01-03","1.2925"
"2012-01-04","1.2874"
"2012-01-05","1.2883"
"2012-01-06","1.2923"
"2012-01-09","1.2994"
"2012-01-10","1.2912"
"2012-01-11","1.2925"
"2012-01-12","1.2928"
"2012-01-13","1.2882"
"2012-01-16","1.2926"
"2012-01-17","1.2862"
"2012-01-18","1.282"
"2012-01-19","1.2777"
"2012-01-20","1.2736"
"2012-01-25","1.2668"
"2012-01-26","1.2584"
"2012-01-27","1.2581"
"2012-01-30","1.2542"
"2012-01-31","1.2547"
"2012-02-01","1.2567"
"2012-02-02","1.2465"
"2012-02-03","1.2484"
"2012-02-06","1.2447"
"2012-02-07","1.2481"
"2012-02-08","1.2435"
"2012-02-09","1.2447"
"2012-02-10","1.2553"
"2012-02-13","1.2547"
"2012-02-14","1.2636"
"2012-02-15","1.2585"
"2012-02-16","1.2665"
"2012-02-17","1.2609"
"2012-02-20","1.2532"
"2012-02-21","1.2542"
"2012-02-22","1.2587"
"2012-02-23","1.2588"
"2012-02-24","1.2533"
"2012-02-27","1.2568"
"2012-02-28","1.2532"
"2012-02-29","1.2474"
"2012-03-01","1.2493"
"2012-03-02","1.2483"
"2012-03-05","1.2568"
"2012-03-06","1.2614"
"2012-03-07","1.2616"
"2012-03-08","1.2564"
"2012-03-09","1.2522"
"2012-03-12","1.2594"
"2012-03-13","1.2558"
"2012-03-14","1.2607"
"2012-03-15","1.2674"
"2012-03-16","1.2598"
"2012-03-19","1.2579"
"2012-03-20","1.2583"
"2012-03-21","1.2629"
"2012-03-22","1.2637"
"2012-03-23","1.2628"
"2012-03-26","1.2606"
"2012-03-27","1.2588"
"2012-03-28","1.2568"
"2012-03-29","1.2577"
"2012-03-30","1.2572"
"2012-04-02","1.2553"
"2012-04-03","1.2515"
"2012-04-04","1.2571"
"2012-04-05","1.2579"
"2012-04-09","1.2608"
"2012-04-10","1.2595"
"2012-04-11","1.2608"
"2012-04-12","1.2562"
"2012-04-13","1.2485"
"2012-04-16","1.2535"
"2012-04-17","1.2508"
"2012-04-18","1.2486"
"2012-04-19","1.2519"
"2012-04-20","1.2513"
"2012-04-23","1.249"
"2012-04-24","1.2486"
"2012-04-25","1.2466"
"2012-04-26","1.2428"
"2012-04-27","1.243"
"2012-04-30","1.2372"
"2012-05-02","1.2362"
"2012-05-03","1.2415"
"2012-05-04","1.2421"
"2012-05-07","1.2485"
"2012-05-08","1.2462"
"2012-05-09","1.2506"
"2012-05-10","1.2508"
"2012-05-11","1.2513"
"2012-05-14","1.2528"
"2012-05-15","1.2569"
"2012-05-16","1.2668"
"2012-05-17","1.2637"
"2012-05-18","1.2751"
"2012-05-21","1.2705"
"2012-05-22","1.2667"
"2012-05-23","1.2772"
"2012-05-24","1.275"
"2012-05-25","1.2814"
"2012-05-28","1.2748"
"2012-05-29","1.2781"
"2012-05-30","1.2798"
"2012-05-31","1.2882"
"2012-06-01","1.2877"
"2012-06-04","1.2896"
"2012-06-05","1.2864"
"2012-06-06","1.2805"
"2012-06-07","1.2757"
"2012-06-08","1.2823"
"2012-06-11","1.2768"
"2012-06-12","1.2831"
"2012-06-13","1.2819"
"2012-06-14","1.2814"
"2012-06-15","1.2764"
"2012-06-18","1.2685"
"2012-06-19","1.2675"
"2012-06-20","1.2687"
"2012-06-21","1.2711"
"2012-06-22","1.2776"
"2012-06-25","1.2803"
"2012-06-26","1.281"
"2012-06-27","1.2784"
"2012-06-28","1.2755"
"2012-06-29","1.2737"
"2012-07-02","1.2686"
"2012-07-03","1.264"
"2012-07-04","1.2629"
"2012-07-05","1.2665"
"2012-07-06","1.2694"
"2012-07-09","1.2727"
"2012-07-10","1.2716"
"2012-07-11","1.2677"
"2012-07-12","1.2669"
"2012-07-13","1.2696"
"2012-07-16","1.265"
"2012-07-17","1.2612"
"2012-07-18","1.2596"
"2012-07-19","1.2566"
"2012-07-20","1.2543"
"2012-07-23","1.2612"
"2012-07-24","1.2593"
"2012-07-25","1.2611"
"2012-07-26","1.2565"
"2012-07-27","1.2515"
"2012-07-30","1.247"
"2012-07-31","1.2454"
"2012-08-01","1.2456"
"2012-08-02","1.2472"
"2012-08-03","1.2479"
"2012-08-06","1.2414"
"2012-08-07","1.2411"
"2012-08-08","1.2433"
"2012-08-10","1.2467"
"2012-08-13","1.2448"
"2012-08-14","1.2455"
"2012-08-15","1.2487"
"2012-08-16","1.2514"
"2012-08-17","1.2523"
"2012-08-21","1.2512"
"2012-08-22","1.2518"
"2012-08-23","1.2443"
"2012-08-24","1.2485"
"2012-08-27","1.2515"
"2012-08-28","1.255"
"2012-08-29","1.2537"
"2012-08-30","1.2539"
"2012-08-31","1.2523"
"2012-09-03","1.2475"
"2012-09-04","1.2444"
"2012-09-05","1.2479"
"2012-09-06","1.2464"
"2012-09-07","1.2427"
"2012-09-10","1.2356"
"2012-09-11","1.2343"
"2012-09-12","1.229"
"2012-09-13","1.2277"
"2012-09-14","1.2219"
"2012-09-17","1.2225"
"2012-09-18","1.2245"
"2012-09-19","1.2249"
"2012-09-20","1.225"
"2012-09-21","1.224"
"2012-09-24","1.2262"
"2012-09-25","1.2268"
"2012-09-26","1.2298"
"2012-09-27","1.2293"
"2012-09-28","1.2254"
"2012-10-01","1.2307"
"2012-10-02","1.2275"
"2012-10-03","1.2331"
"2012-10-04","1.2309"
"2012-10-05","1.2271"
"2012-10-08","1.2314"
"2012-10-09","1.2285"
"2012-10-10","1.2302"
"2012-10-11","1.2288"
"2012-10-12","1.222"
"2012-10-15","1.2228"
"2012-10-16","1.2214"
"2012-10-17","1.2188"
"2012-10-18","1.2183"
"2012-10-19","1.2202"
"2012-10-22","1.2209"
"2012-10-23","1.2218"
"2012-10-24","1.2233"
"2012-10-25","1.2219"
"2012-10-29","1.2211"
"2012-10-30","1.2224"
"2012-10-31","1.2205"
"2012-11-01","1.2208"
"2012-11-02","1.2214"
"2012-11-05","1.2248"
"2012-11-06","1.2243"
"2012-11-07","1.2215"
"2012-11-08","1.2249"
"2012-11-09","1.223"
"2012-11-12","1.2227"
"2012-11-14","1.222"
"2012-11-15","1.2234"
"2012-11-16","1.228"
"2012-11-19","1.225"
"2012-11-20","1.2233"
"2012-11-21","1.2269"
"2012-11-22","1.2251"
"2012-11-23","1.2246"
"2012-11-26","1.2229"
"2012-11-27","1.2217"
"2012-11-28","1.2227"
"2012-11-29","1.222"
"2012-11-30","1.2209"
"2012-12-03","1.2206"
"2012-12-04","1.219"
"2012-12-05","1.2186"
"2012-12-06","1.22"
"2012-12-07","1.221"
"2012-12-10","1.222"
"2012-12-11","1.2224"
"2012-12-12","1.2213"
"2012-12-13","1.221"
"2012-12-14","1.2214"
"2012-12-17","1.2202"
"2012-12-18","1.2196"
"2012-12-19","1.219"
"2012-12-20","1.2201"
"2012-12-21","1.2204"
"2012-12-24","1.2215"
"2012-12-26","1.2237"
"2012-12-27","1.2232"
"2012-12-28","1.2235"
"2012-12-31","1.2221"
"2013-01-02","1.2208"
"2013-01-03","1.2227"
"2013-01-04","1.2296"
"2013-01-07","1.2307"
"2013-01-08","1.2289"
"2013-01-09","1.2281"
"2013-01-10","1.2268"
"2013-01-11","1.2242"
"2013-01-14","1.2261"
"2013-01-15","1.2245"
"2013-01-16","1.2248"
"2013-01-17","1.2248"
"2013-01-18","1.2251"
"2013-01-21","1.2288"
"2013-01-22","1.2281"
"2013-01-23","1.2277"
"2013-01-24","1.2269"
"2013-01-25","1.2311"
"2013-01-28","1.2353"
"2013-01-29","1.2376"
"2013-01-30","1.2349"
"2013-01-31","1.2389"
"2013-02-01","1.2415"
"2013-02-04","1.2388"
"2013-02-05","1.2376"
"2013-02-06","1.2372"
"2013-02-07","1.2385"
"2013-02-08","1.2385"
"2013-02-13","1.2378"
"2013-02-14","1.2351"
"2013-02-15","1.2348"
"2013-02-18","1.24"
"2013-02-19","1.2389"
"2013-02-20","1.2368"
"2013-02-21","1.24"
"2013-02-22","1.2377"
"2013-02-25","1.2397"
"2013-02-26","1.2389"
"2013-02-27","1.2376"
"2013-02-28","1.2363"
"2013-03-01","1.2371"
"2013-03-04","1.2437"
"2013-03-05","1.2442"
"2013-03-06","1.2442"
"2013-03-07","1.2486"
"2013-03-08","1.2468"
"2013-03-11","1.2489"
"2013-03-12","1.2476"
"2013-03-13","1.2471"
"2013-03-14","1.2489"
"2013-03-15","1.2484"
"2013-03-18","1.2509"
"2013-03-19","1.2495"
"2013-03-20","1.2523"
"2013-03-21","1.2507"
"2013-03-22","1.2494"
"2013-03-25","1.2453"
"2013-03-26","1.2411"
"2013-03-27","1.2431"
"2013-03-28","1.2436"
"2013-04-01","1.2417"
"2013-04-02","1.2364"
"2013-04-03","1.2394"
"2013-04-04","1.238"
"2013-04-05","1.2402"
"2013-04-08","1.2413"
"2013-04-09","1.2406"
"2013-04-10","1.2375"
"2013-04-11","1.238"
"2013-04-12","1.2373"
"2013-04-15","1.2372"
"2013-04-16","1.2377"
"2013-04-17","1.2337"
"2013-04-18","1.2357"
"2013-04-19","1.2356"
"2013-04-22","1.2377"
"2013-04-23","1.2407"
"2013-04-24","1.2413"
"2013-04-25","1.2394"
"2013-04-26","1.2373"
"2013-04-29","1.2347"
"2013-04-30","1.2342"
"2013-05-02","1.2338"
"2013-05-03","1.2346"
"2013-05-06","1.2304"
"2013-05-07","1.2306"
"2013-05-08","1.2315"
"2013-05-09","1.2282"
"2013-05-10","1.2356"
"2013-05-13","1.2412"
"2013-05-14","1.2391"
"2013-05-15","1.2423"
"2013-05-16","1.2465"
"2013-05-17","1.2545"
"2013-05-20","1.2544"
"2013-05-21","1.2545"
"2013-05-22","1.2592"
"2013-05-23","1.2676"
"2013-05-27","1.2649"
"2013-05-28","1.2637"
"2013-05-29","1.2694"
"2013-05-30","1.2659"
"2013-05-31","1.2613"
"2013-06-03","1.2603"
"2013-06-04","1.2519"
"2013-06-05","1.249"
"2013-06-06","1.2504"
"2013-06-07","1.2416"
"2013-06-10","1.2543"
"2013-06-11","1.2598"
"2013-06-12","1.2561"
"2013-06-13","1.2578"
"2013-06-14","1.2517"
"2013-06-17","1.2546"
"2013-06-18","1.2608"
"2013-06-19","1.2598"
"2013-06-20","1.2708"
"2013-06-21","1.2755"
"2013-06-24","1.2765"
"2013-06-25","1.2758"
"2013-06-26","1.2716"
"2013-06-27","1.2684"
"2013-06-28","1.2652"
"2013-07-01","1.2669"
"2013-07-02","1.2664"
"2013-07-03","1.2727"
"2013-07-04","1.2713"
"2013-07-05","1.2759"
"2013-07-08","1.2846"
"2013-07-09","1.277"
"2013-07-10","1.2779"
"2013-07-11","1.2619"
"2013-07-12","1.2606"
"2013-07-15","1.2642"
"2013-07-16","1.2618"
"2013-07-17","1.2612"
"2013-07-18","1.2658"
"2013-07-19","1.2677"
"2013-07-22","1.2627"
"2013-07-23","1.2618"
"2013-07-24","1.2646"
"2013-07-25","1.2676"
"2013-07-26","1.2624"
"2013-07-29","1.2663"
"2013-07-30","1.269"
"2013-07-31","1.2738"
"2013-08-01","1.2714"
"2013-08-02","1.2756"
"2013-08-05","1.2706"
"2013-08-06","1.2668"
"2013-08-07","1.2684"
"2013-08-12","1.2615"
"2013-08-13","1.2624"
"2013-08-14","1.2676"
"2013-08-15","1.2685"
"2013-08-16","1.2706"
"2013-08-19","1.2745"
"2013-08-20","1.278"
"2013-08-21","1.2773"
"2013-08-22","1.2841"
"2013-08-23","1.28"
"2013-08-26","1.2793"
"2013-08-27","1.2822"
"2013-08-28","1.2824"
"2013-08-29","1.2769"
"2013-08-30","1.2757"
"2013-09-02","1.274"
"2013-09-03","1.2727"
"2013-09-04","1.2782"
"2013-09-05","1.2756"
"2013-09-06","1.2797"
"2013-09-09","1.2747"
"2013-09-10","1.2688"
"2013-09-11","1.2702"
"2013-09-12","1.2668"
"2013-09-13","1.2694"
"2013-09-16","1.2621"
"2013-09-17","1.2639"
"2013-09-18","1.2604"
"2013-09-19","1.2446"
"2013-09-20","1.246"
"2013-09-23","1.2492"
"2013-09-24","1.2531"
"2013-09-25","1.2569"
"2013-09-26","1.2549"
"2013-09-27","1.2556"
"2013-09-30","1.2572"
"2013-10-01","1.2536"
"2013-10-02","1.2528"
"2013-10-03","1.2482"
"2013-10-04","1.2477"
"2013-10-07","1.2482"
"2013-10-08","1.2498"
"2013-10-09","1.2513"
"2013-10-10","1.2532"
"2013-10-11","1.2485"
"2013-10-14","1.2459"
"2013-10-16","1.2424"
"2013-10-17","1.2443"
"2013-10-18","1.2395"
"2013-10-21","1.2416"
"2013-10-22","1.2424"
"2013-10-23","1.2363"
"2013-10-24","1.2375"
"2013-10-25","1.2375"
"2013-10-28","1.2364"
"2013-10-29","1.2386"
"2013-10-30","1.2398"
"2013-10-31","1.2394"
"2013-11-01","1.2417"
"2013-11-04","1.2432"
"2013-11-05","1.2423"
"2013-11-06","1.2433"
"2013-11-07","1.2422"
"2013-11-08","1.2439"
"2013-11-11","1.2468"
"2013-11-12","1.248"
"2013-11-13","1.2489"
"2013-11-14","1.2464"
"2013-11-15","1.2477"
"2013-11-18","1.2462"
"2013-11-19","1.2462"
"2013-11-20","1.2435"
"2013-11-21","1.2484"
"2013-11-22","1.251"
"2013-11-25","1.2522"
"2013-11-26","1.2513"
"2013-11-27","1.2524"
"2013-11-28","1.2548"
"2013-11-29","1.2555"
"2013-12-02","1.2543"
"2013-12-03","1.2562"
"2013-12-04","1.254"
"2013-12-05","1.2552"
"2013-12-06","1.2537"
"2013-12-09","1.251"
"2013-12-10","1.2497"
"2013-12-11","1.2495"
"2013-12-12","1.2534"
"2013-12-13","1.2555"
"2013-12-16","1.2547"
"2013-12-17","1.2552"
"2013-12-18","1.258"
"2013-12-19","1.2633"
"2013-12-20","1.2667"
"2013-12-23","1.2663"
"2013-12-24","1.2677"
"2013-12-26","1.2689"
"2013-12-27","1.2677"
"2013-12-30","1.2693"
"2013-12-31","1.2653"
"2014-01-02","1.2639"
"2014-01-03","1.2673"
"2014-01-06","1.2689"
"2014-01-07","1.2695"
"2014-01-08","1.2711"
"2014-01-09","1.2722"
"2014-01-10","1.2706"
"2014-01-13","1.2639"
"2014-01-14","1.2672"
"2014-01-15","1.2708"
"2014-01-16","1.2738"
"2014-01-17","1.2728"
"2014-01-20","1.2768"
"2014-01-21","1.2763"
"2014-01-22","1.278"
"2014-01-23","1.2815"
"2014-01-24","1.278"
"2014-01-27","1.2775"
"2014-01-28","1.2743"
"2014-01-29","1.2729"
"2014-01-30","1.2759"
"2014-02-03","1.2779"
"2014-02-04","1.2711"
"2014-02-05","1.2699"
"2014-02-06","1.2689"
"2014-02-07","1.2684"
"2014-02-10","1.2682"
"2014-02-11","1.2691"
"2014-02-12","1.265"
"2014-02-13","1.2673"
"2014-02-14","1.2653"
"2014-02-17","1.2595"
"2014-02-18","1.2617"
"2014-02-19","1.2627"
"2014-02-20","1.2648"
"2014-02-21","1.2656"
"2014-02-24","1.2673"
"2014-02-25","1.2623"
"2014-02-26","1.2645"
"2014-02-27","1.2665"
"2014-02-28","1.2672"
"2014-03-03","1.2672"
"2014-03-04","1.2703"
"2014-03-05","1.2706"
"2014-03-06","1.2677"
"2014-03-07","1.2635"
"2014-03-10","1.2685"
"2014-03-11","1.2661"
"2014-03-12","1.2688"
"2014-03-13","1.2666"
"2014-03-14","1.2665"
"2014-03-17","1.2655"
"2014-03-18","1.2644"
"2014-03-19","1.2651"
"2014-03-20","1.273"
"2014-03-21","1.277"
"2014-03-24","1.2716"
"2014-03-25","1.2677"
"2014-03-26","1.2686"
"2014-03-27","1.2649"
"2014-03-28","1.2614"
"2014-03-31","1.2605"
"2014-04-01","1.2588"
"2014-04-02","1.26"
"2014-04-03","1.2624"
"2014-04-04","1.2639"
"2014-04-07","1.2607"
"2014-04-08","1.2595"
"2014-04-09","1.2503"
"2014-04-10","1.2485"
"2014-04-11","1.2492"
"2014-04-14","1.2512"
"2014-04-15","1.2539"
"2014-04-16","1.2527"
"2014-04-17","1.2507"
"2014-04-21","1.252"
"2014-04-22","1.2547"
"2014-04-23","1.2576"
"2014-04-24","1.2563"
"2014-04-25","1.2571"
"2014-04-28","1.2567"
"2014-04-29","1.2565"
"2014-04-30","1.2565"
"2014-05-02","1.2529"
"2014-05-05","1.2509"
"2014-05-06","1.2506"
"2014-05-07","1.2479"
"2014-05-08","1.2496"
"2014-05-09","1.2476"
"2014-05-12","1.2496"
"2014-05-14","1.2507"
"2014-05-15","1.2507"
"2014-05-16","1.252"
"2014-05-19","1.2508"
"2014-05-20","1.2508"
"2014-05-21","1.253"
"2014-05-22","1.2506"
"2014-05-23","1.2522"
"2014-05-26","1.2533"
"2014-05-27","1.2545"
"2014-05-28","1.2552"
"2014-05-29","1.2553"
"2014-05-30","1.2548"
"2014-06-02","1.2559"
"2014-06-03","1.256"
"2014-06-04","1.2581"
"2014-06-05","1.2576"
